Project_ID,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot
PRJ3-01917,24,5.419,5.633,0.3824,0.211,0.0763,0.1623,0.0581,0.2303,0.0484,0.0105,5,0.036,0.805,0.0684,0.1753,0.2414,1
PRJ3-01918,95,5.284,13.975,0.08,0.4648,0.1174,0.0885,0.0167,0.0391,0.0216,0.0086,21.545,0.2946,2.766,0.2921,0.1901,0.4025,4
PRJ3-01919,4,2.919,11.264,0.1218,0.472,0.1175,0.2036,0.0528,0.3306,0.0824,0.0335,35.085,0.4517,5.401,0.3937,0.3072,0.4805,5
PRJ3-01920,48,5.498,13.785,0.08,0.4852,0.115,0.2816,0.0494,0.2454,0.0603,0.0501,19.202,0.1879,2.093,0.4536,0.3556,0.5435,5
PRJ3-01921,98,6.857,13.577,0.08,0.4348,0.1234,0.1738,0.0642,0.1485,0.0641,0.0512,27.447,0.276,2.844,0.4971,0.1749,0.4288,6
PRJ3-01922,22,3.732,5.621,0.424,0.2312,0.0954,0.0747,0.0309,0.1302,0.0648,0.0141,17.104,0.2841,12.024,0.134,0.1709,0.2661,3
PRJ3-01923,164,4.926,6.52,0.3933,0.2797,0.0567,0.0942,0.0337,0.2448,0.053,0.0233,10.327,0.1158,3.997,0.2392,0.2078,0.398,2
PRJ3-01924,113,6.063,9.373,0.2847,0.3221,0.1151,0.1647,0.0997,0.2685,0.0374,0.0416,16.756,0.4229,10.217,0.3748,0.2161,0.5514,4
PRJ3-01925,240,5.982,12.757,0.08,0.4218,0.0788,0.2229,0.0446,0.1703,0.0711,0.0408,38.46,0.5156,4.32,0.3387,0.3412,0.4846,6
PRJ3-01926,58,5.278,11.119,0.2337,0.3429,0.0829,0.097,0.0165,0.1027,0,0.0127,19.868,0.2187,5.771,0.1878,0.2205,0.3954,3
PRJ3-01927,163,5.536,8.375,0.4268,0.4124,0.1154,0.1261,0.0686,0.2362,0.0213,0.0434,22.481,0.3637,3.793,0.3944,0.2305,0.3319,4
PRJ3-01928,17,4.812,8.89,0.1915,0.2408,0.0725,0.21,0.0934,0.1064,0.0338,0.0074,20.901,0.318,5.125,0.4447,0.3182,0.3343,2
PRJ3-01929,89,5.684,8.252,0.3116,0.1649,0.0616,0.0553,0,0.1128,0.0354,0.0197,18.113,0.18,3.495,0.1025,0.1623,0.1916,2
PRJ3-01930,54,4.975,4.51,0.4827,0.2093,0.0627,0.0759,0.0276,0.1969,0.0225,0.0195,11.585,0.1807,5.143,0.1632,0.1191,0.3491,2
PRJ3-01931,5,1.405,7.098,0.287,0.2509,0.0625,0.0988,0.0533,0.1773,0.0431,0.0052,24.149,0.1855,0.204,0.2959,0.2411,0.4119,2
PRJ3-01932,75,5.492,5.548,0.3911,0.307,0.0921,0.2128,0.0548,0.1252,0.0319,0.0279,16.57,0.2415,3.184,0.2545,0.2337,0.3809,3
PRJ3-01933,68,5.926,5.075,0.3834,0.2613,0.0774,0.143,0.0191,0.175,0.0517,0.0379,5,0.1617,7.45,0.36,0.1904,0.3022,3
PRJ3-01934,61,8.39,9.322,0.2681,0.3465,0.1161,0.2069,0.0616,0.2233,0.0523,0.047,21.703,0.3756,13.665,0.5196,0.2096,0.4105,5
PRJ3-01935,13,3.419,8.842,0.3864,0.3368,0.0964,0.1619,0.0546,0.1894,0.0425,0.0248,25.182,0.353,4.189,0.2873,0.2841,0.2996,3
PRJ3-01936,84,4.825,5.831,0.5497,0.307,0.0698,0.0288,0.0241,0.1289,0.0327,0.0497,31.432,0.358,5.637,0.2464,0.2307,0.3107,5
PRJ3-01937,4,1.258,6.422,0.4596,0.3144,0.058,0.1429,0.053,0.0771,0.0152,0.0209,19.363,0.2609,7.441,0.2652,0.1301,0.2949,3
PRJ3-01938,84,4.165,3.172,0.7015,0.1319,0.0011,0.0487,0.0266,0.1211,0.0251,0,13.987,0.2821,3.616,0.0539,0.0551,0.2482,1
PRJ3-01939,57,4.353,8.476,0.2389,0.3622,0.0953,0.0402,0.0128,0.142,0.02,0.0238,22.769,0.2375,2.765,0.3675,0.1756,0.3763,3
PRJ3-01940,69,5.49,13.942,0.08,0.4639,0.1217,0.0481,0.0024,0.163,0.0108,0.0268,14.849,0.2406,9.783,0.2596,0.1143,0.4616,5
PRJ3-01941,19,4.794,10.013,0.1168,0.3287,0.0683,0.1521,0.0574,0.1628,0.0457,0.0127,27.41,0.3439,0.261,0.4604,0.3175,0.3101,3
PRJ3-01942,93,4.171,3.818,0.4169,0.1906,0.0872,0.1434,0.0514,0.1339,0.0167,0.0035,24.824,0.338,0,0.3633,0.2075,0.3511,1
PRJ3-01943,93,5.576,8.087,0.4478,0.3418,0.0887,0.0599,0.0406,0.024,0.0153,0.0275,23.146,0.1973,7.614,0.2594,0.1638,0.3043,4
PRJ3-01944,189,4.692,5.627,0.2078,0.1472,0.028,0.0559,0.0678,0.126,0.0021,0.0192,18.12,0.236,5.017,0.1901,0.1994,0.1722,2
PRJ3-01945,105,5.761,5.259,0.5064,0.1887,0.0601,0.1039,0.057,0.1759,0.057,0.0424,41.097,0.3291,6.55,0.3439,0.3459,0.4238,5
PRJ3-01946,28,3.868,9.081,0.2771,0.3255,0.0769,0.1318,0.0207,0.1062,0.0425,0.0144,16.012,0.2474,0,0.3079,0.2655,0.4096,2
PRJ3-01947,60,9.17,7.763,0.3451,0.2712,0.0457,0.1321,0.0394,0.0956,0.0415,0.0087,13.127,0.1611,1.703,0.4514,0.2035,0.429,1
PRJ3-01948,42,6.41,8.588,0.2809,0.29,0.0716,0.1695,0.0315,0.2349,0.0301,0.0244,25.699,0.3845,2.183,0.2227,0.2964,0.289,3
PRJ3-01949,148,6.133,4.83,0.5741,0.2087,0.0721,0.1766,0.0689,0.2809,0.0789,0.0359,22.269,0.2548,7.343,0.4193,0.3125,0.4177,4
PRJ3-01950,20,4.291,7.52,0.3392,0.255,0.0634,0.179,0.0531,0.2115,0.0231,0.023,25.273,0.262,7.349,0.2377,0.3581,0.3376,3
PRJ3-01951,35,5.692,7.26,0.4275,0.4114,0.099,0.0107,0,0.2402,0,0,21.658,0.2496,4.634,0.1422,0.214,0.4582,2
PRJ3-01952,58,5.152,6.236,0.4259,0.3014,0.0606,0.039,0.0213,0.0296,0.0277,0.0192,16.992,0.2148,5.677,0.143,0.1753,0.3623,2
PRJ3-01953,27,3.693,12.996,0.08,0.4039,0.0987,0.201,0.0392,0.2215,0.0158,0.021,24.901,0.2926,7.706,0.2689,0.2452,0.3481,5
PRJ3-01954,71,5.977,6.984,0.3592,0.2733,0.0602,0.1663,0.0902,0.2544,0.0539,0.0295,18.973,0.2148,3.199,0.2584,0.3003,0.3137,3
PRJ3-01955,21,4.404,10.468,0.2969,0.3842,0.1054,0.0486,0.0498,0.0466,0.0233,0,11.964,0.2705,0.783,0.1544,0.1403,0.3948,2
PRJ3-01956,94,6.024,13.413,0.08,0.5487,0.15,0.2188,0.064,0.1802,0.0573,0.0328,40.885,0.5058,10.161,0.5172,0.3953,0.4414,7
PRJ3-01957,16,3.335,7.079,0.3206,0.2424,0.0983,0.0338,0.0167,0.095,0.019,0.0204,12.518,0.1911,1.949,0.1553,0.1277,0.3712,2
PRJ3-01958,17,6.134,14.181,0.08,0.4826,0.1155,0.1536,0.0955,0.1425,0.0465,0.0301,37.629,0.5184,0.072,0.2685,0.3417,0.3761,6
PRJ3-01959,44,5.057,2.051,0.569,0.0927,0.0328,0.0699,0.025,0.1166,0.0486,0.0107,15.91,0.2637,1.382,0.2161,0.1109,0.2063,1
PRJ3-01960,51,5.946,6.464,0.4921,0.2949,0.0606,0.1039,0.0436,0.1506,0.0453,0.0139,16.295,0.2437,2.304,0.3237,0.1873,0.1905,2
PRJ3-01961,23,3.619,9.3,0.2489,0.4346,0.1246,0.091,0.051,0.02,0.0421,0.0494,33.568,0.3777,8.69,0.3451,0.2921,0.3735,6
PRJ3-01962,92,5.714,5.512,0.4402,0.108,0.0444,0.0974,0.0198,0.2808,0.0453,0.0373,5,0.0717,1.053,0.3794,0.1495,0.2114,2
PRJ3-01963,209,5.509,11.312,0.08,0.2873,0.0788,0.1999,0.0768,0.1012,0.0222,0.0172,13.914,0.0826,2.184,0.3079,0.1925,0.3671,3
PRJ3-01964,8,1.315,11.432,0.08,0.389,0.0882,0.1352,0.0504,0.159,0.0157,0.0204,22.706,0.273,0,0.1471,0.2629,0.2916,3
PRJ3-01965,62,4.035,6.419,0.4622,0.2788,0.0788,0.0289,0,0.113,0.0164,0.0054,7.816,0.124,5.283,0.2085,0.1815,0.2985,2
PRJ3-01966,240,5.4,17.512,0.08,0.5943,0.1489,0.2538,0.0631,0.2043,0.0697,0.0348,29.82,0.4039,4.011,0.5074,0.2831,0.5266,7
PRJ3-01967,93,5.118,7.28,0.5902,0.4041,0.0653,0,0.014,0.1732,0.0395,0.0251,35.508,0.4484,2.35,0.3287,0.262,0.539,4
PRJ3-01968,106,4.838,4.199,0.617,0.1565,0.0368,0.1255,0.0375,0.18,0.0169,0.0024,16.366,0.1816,0.732,0.1673,0.1949,0.1888,1
PRJ3-01969,41,6.24,3.211,0.6441,0.1819,0.038,0,0.0078,0.0899,0.0031,0,21.829,0.1712,1.752,0.361,0.1774,0.3217,1
PRJ3-01970,36,4.88,9.075,0.3428,0.3163,0.0777,0.1266,0.0454,0.1424,0.0339,0.0241,5,0.0086,2.733,0.2524,0.2081,0.2788,3
PRJ3-01971,33,2.81,2,0.6212,0.0408,0.0102,0.0641,0.035,0.02,0.0141,0.0034,5,0.1374,3.342,0.2364,0.1283,0.2185,1
PRJ3-01972,130,5.453,10.685,0.08,0.3063,0.0609,0.0912,0.0437,0.0514,0.0597,0.0169,35.175,0.4148,2.784,0.1483,0.2794,0.4309,4
PRJ3-01973,88,6.182,6.582,0.1953,0.324,0.0831,0.1234,0.0428,0.2023,0.0096,0.0346,22.217,0.1722,2.541,0.2512,0.3073,0.4142,3
PRJ3-01975,195,6.038,4.358,0.4264,0.039,0.0419,0.1934,0.0764,0.2169,0.0506,0.0403,24.094,0.2325,4.47,0.496,0.2412,0.3338,3
PRJ3-01976,127,4.656,14.115,0.08,0.5254,0.1126,0.087,0.0368,0.0596,0.0035,0.0337,29.17,0.3213,6.786,0.2402,0.1739,0.2726,6
PRJ3-01977,133,6.739,9.72,0.3542,0.3877,0.1622,0.1723,0.0732,0.2311,0.0919,0.0498,19.823,0.3319,3.17,0.3327,0.2444,0.5027,4
PRJ3-01978,8,4.192,9.426,0.2801,0.307,0.1123,0.1706,0.0865,0.2058,0.0825,0.0338,28.819,0.3133,2.365,0.3388,0.2417,0.3796,4
PRJ3-01979,4,2.122,5.903,0.5347,0.3139,0.0463,0.0759,0.015,0.1143,0,0.0061,16.083,0.1167,0,0.2979,0.1557,0.2261,1
PRJ3-01980,150,5.011,9.554,0.2005,0.2694,0.0768,0.1287,0.0525,0.136,0.0599,0.0351,21.798,0.3386,7.846,0.404,0.2098,0.4222,4
PRJ3-01981,155,5.826,14.978,0.08,0.5691,0.1212,0.2031,0.0761,0.348,0.0634,0.0449,31.168,0.3772,2.3,0.4773,0.3069,0.4624,6
PRJ3-01982,23,7.067,13.494,0.08,0.5141,0.0776,0.0949,0.0352,0.1876,0.0435,0.0267,19.093,0.2467,4.792,0.4355,0.2564,0.4948,4
PRJ3-01983,72,4.183,9.575,0.2723,0.2451,0.0566,0.167,0.0821,0.02,0.0182,0.0226,10.879,0.1801,4.605,0.2883,0.1397,0.3838,3
PRJ3-01984,18,4.355,7.194,0.336,0.2635,0.0593,0.0086,0.0066,0.0673,0.0296,0.0217,16.896,0.2702,1.673,0.39,0.164,0.2785,2
PRJ3-01985,62,6.304,12.09,0.08,0.4486,0.0987,0.069,0.0197,0.0697,0.0464,0.0389,27.272,0.3869,5.743,0.304,0.2745,0.4617,5
PRJ3-01986,13,4.259,9.735,0.2294,0.3192,0.0868,0.1902,0.0226,0.2106,0.0238,0,8.527,0.0654,2.192,0.3244,0.2411,0.2026,2
PRJ3-01987,50,3.558,2,0.6033,0.0819,0.0191,0.018,0.0106,0.137,0.0111,0.0085,9.743,0.1497,0,0.2149,0.1089,0.3142,1
PRJ3-01988,97,5.966,10.244,0.2383,0.4318,0.1012,0.189,0.0621,0.2719,0.0587,0.0162,22.234,0.2946,5.399,0.3698,0.3961,0.3679,4
PRJ3-01989,34,6.552,13.997,0.08,0.4616,0.1148,0.1781,0.0762,0.206,0.0487,0.0082,28.464,0.3723,6.455,0.1122,0.2377,0.3969,5
PRJ3-01990,44,6.377,9.142,0.2697,0.3775,0.1175,0.142,0.0372,0.2546,0.0466,0.0079,11.865,0.1521,3.888,0.4341,0.1677,0.4274,2
PRJ3-01991,120,5.677,12.786,0.08,0.5166,0.1325,0.1337,0.0404,0.1869,0.0289,0.0249,26.72,0.2459,0.253,0.2021,0.255,0.4416,4
PRJ3-01992,102,6.861,9.277,0.2313,0.3465,0.1021,0.1879,0.0611,0.1686,0.0728,0.0578,34.871,0.3974,8.104,0.3313,0.3366,0.581,6
PRJ3-01993,78,5.59,7.872,0.3873,0.1789,0.0761,0.1784,0.0326,0.1638,0.0118,0.0081,12.884,0.2671,5.625,0.3805,0.2234,0.4013,2
PRJ3-01994,15,5.504,7.573,0.18,0.2937,0.0866,0.174,0.0656,0.1874,0.0345,0.0276,28.049,0.3452,1.069,0.3757,0.3711,0.4205,3
PRJ3-01995,133,5.69,10.971,0.1291,0.3335,0.0861,0.191,0.0605,0.2303,0.055,0.0206,22.732,0.1472,4.586,0.2977,0.2027,0.4467,3
PRJ3-01996,29,3.276,11.376,0.1421,0.3509,0.0863,0.1091,0.0797,0.0473,0.0227,0,18.618,0.2608,1.349,0.3886,0.1852,0.3189,2
PRJ3-01997,21,3.513,11.767,0.08,0.4617,0.102,0.1539,0.068,0.1561,0.0443,0.0346,27.29,0.3909,7.498,0.317,0.2409,0.5508,5
PRJ3-01998,48,4.227,5.736,0.3116,0.2116,0.0739,0.2064,0.0813,0.1873,0.0454,0.0176,23.974,0.2567,6.817,0.4064,0.2764,0.45,3
PRJ3-01999,146,4.423,7.9,0.4002,0.2877,0.0553,0.0357,0.0392,0.1854,0.0233,0.0122,24.038,0.2925,2.682,0.3549,0.1408,0.3958,2
PRJ3-02000,61,4.123,8.711,0.3126,0.3625,0.1054,0.1286,0.0473,0.2224,0.062,0.0166,11.145,0.1063,3.097,0.4045,0.0695,0.5378,2
PRJ3-02001,22,5.083,6.965,0.6157,0.2274,0.0599,0.1063,0.014,0.1955,0.0234,0.0108,20.255,0.2822,0,0.4166,0.1738,0.4127,1
PRJ3-02002,73,7.014,12.67,0.08,0.4325,0.1083,0.1958,0.0482,0.281,0.0594,0.0491,22.731,0.2179,6.422,0.5857,0.3376,0.3829,6
PRJ3-02003,24,4.363,7.928,0.4796,0.2858,0.0798,0.0397,0.0275,0.1254,0.0386,0.0071,24.789,0.3549,9.829,0.1954,0.2335,0.2806,3
PRJ3-02004,65,5.149,11.564,0.2243,0.4222,0.083,0.0982,0.0431,0.1592,0.0487,0.0034,23.634,0.3678,4.955,0.3079,0.2266,0.2286,3
PRJ3-02005,39,4.885,6.993,0.4035,0.264,0.094,0.1354,0.0425,0.1667,0.0125,0.0105,6.469,0.0089,5.677,0.225,0.1641,0.3655,2
PRJ3-02006,120,4.884,12.665,0.08,0.3215,0.0916,0.0008,0.0415,0.0367,0.0226,0.0238,6.675,0.095,2.145,0.1783,0.1338,0.3913,3
PRJ3-02007,115,4.584,12.72,0.0892,0.4997,0.0915,0.1905,0.0721,0.1193,0.012,0.0267,21.115,0.2185,2.302,0.3107,0.215,0.2404,4
PRJ3-02008,55,4.061,5.254,0.503,0.1444,0.0114,0.0357,0.0333,0.0764,0.0056,0.0025,5.136,0.084,1.633,0.1811,0.1474,0.2482,1
PRJ3-02009,26,6.791,9.319,0.3151,0.2369,0.0858,0.1447,0.0426,0.275,0.032,0.0242,25.583,0.3404,3.912,0.2547,0.2966,0.4215,3
PRJ3-02010,67,4.374,7.525,0.363,0.3301,0.0992,0.0168,0.0155,0.0682,0.0102,0.0194,12.834,0.1202,4.946,0.1814,0.1687,0.2547,2
PRJ3-02012,73,5.383,13.178,0.08,0.4384,0.1101,0.1372,0.0354,0.1364,0.0078,0,11.974,0.1852,0.64,0.2049,0.197,0.3437,3
PRJ3-02013,137,5.443,10.297,0.08,0.3626,0.0815,0.2591,0.0684,0.1617,0.0389,0.0082,15.876,0.2637,0.617,0.3207,0.2854,0.366,2
PRJ3-02014,14,6.921,6.927,0.3615,0.1587,0.0592,0.2501,0.0829,0.2504,0.0126,0.0148,28.742,0.3938,4.943,0.2964,0.3076,0.26,3
PRJ3-02015,56,4.9,4.799,0.5713,0.1689,0.0385,0,0,0.1121,0.0021,0.0073,12.1,0.1514,2.787,0.2085,0.126,0.44,1
PRJ3-02016,22,6.166,6.005,0.4166,0.1547,0.0561,0.1489,0.0599,0.2076,0.0417,0.0214,21.386,0.3297,10.815,0.3732,0.2122,0.3549,3
PRJ3-02017,52,5.824,9.757,0.2012,0.3327,0.0722,0.1202,0.0525,0.2275,0,0.0347,19.686,0.2004,5.56,0.292,0.2005,0.3168,4
PRJ3-02018,42,5.582,9.182,0.2296,0.3127,0.1098,0.1803,0.0513,0.1697,0.0619,0.0329,18.887,0.2331,3.573,0.3386,0.2782,0.407,3
PRJ3-02019,28,7.647,12.143,0.1891,0.4259,0.106,0.1215,0.0471,0.1934,0.0362,0.0567,16.604,0.2784,3.859,0.2724,0.1254,0.4227,5
PRJ3-02020,130,6.348,13.027,0.08,0.4018,0.1113,0.1685,0.0492,0.2188,0.0903,0.0369,21.414,0.2286,2.56,0.3779,0.2554,0.3816,4
PRJ3-02021,43,5.564,10.927,0.0938,0.2836,0.0995,0.1542,0.0358,0.2965,0.0589,0.0216,24.384,0.35,2.557,0.2216,0.2195,0.3371,3
PRJ3-02022,12,3.59,11.26,0.2729,0.2921,0.0689,0.1885,0.0395,0.2729,0.0321,0.03,15.245,0.2834,1.275,0.212,0.1871,0.4137,3
PRJ3-02023,94,4.419,6.239,0.3689,0.219,0.0676,0.0385,0.0107,0.1348,0.0336,0.0009,5.936,0.2388,0,0.2666,0.0772,0.5051,1
PRJ3-02024,148,5.169,6.897,0.364,0.2531,0.0809,0.1302,0.0299,0.1729,0.0033,0.0139,8.006,0.1279,0,0.4132,0.1548,0.3495,1
PRJ3-02025,49,5.362,6.969,0.4458,0.2868,0.0739,0.107,0.0517,0.061,0.0131,0,27.686,0.3009,2.268,0.3029,0.1909,0.4382,2
PRJ3-02026,33,3.896,7.097,0.2618,0.2802,0.0768,0.0649,0.0676,0.1657,0.0553,0.0241,23.033,0.3422,5.065,0.3818,0.1865,0.3338,3
PRJ3-02027,150,7.216,10.145,0.1806,0.4143,0.1184,0.3357,0.0739,0.1758,0.0809,0.0463,11.506,0.3108,1.905,0.3557,0.2617,0.5462,4
PRJ3-02028,4,0.996,5.594,0.4861,0.223,0.0776,0.0857,0.0291,0.0357,0.0161,0,13.242,0.1692,0,0.3048,0.2092,0.1693,1
PRJ3-02029,108,6.537,9.332,0.1913,0.3474,0.0874,0.122,0.0495,0.2712,0.0793,0.0381,42.242,0.4579,3.238,0.3625,0.4315,0.3564,5
PRJ3-02030,240,5.42,10.852,0.1245,0.4095,0.0989,0.1793,0.0254,0.084,0.0033,0.0542,26.865,0.3097,5.52,0.3424,0.2235,0.3869,5
PRJ3-02031,54,4.433,6.356,0.5271,0.2158,0.0449,0.1088,0.017,0.2095,0.027,0.014,18.952,0.1917,7.467,0.1728,0.2017,0.3156,2
PRJ3-02032,240,4.634,11.651,0.119,0.3954,0.0989,0.0614,0.0081,0.1528,0.0359,0,14.978,0.179,0,0.2484,0.1997,0.4179,2
PRJ3-02033,5,3.004,8.809,0.2659,0.3248,0.1102,0.0699,0.0078,0.1465,0.0215,0,19.255,0.2236,0,0.4521,0.1372,0.3151,1
PRJ3-02034,35,6.858,10.774,0.2861,0.3484,0.096,0.0277,0.0217,0.0874,0.0501,0.0299,16.398,0.234,5.349,0.2851,0.0948,0.2712,3
PRJ3-02035,25,3.504,5.518,0.5146,0.1506,0.0488,0.0512,0.0443,0.0837,0.063,0.0385,17.564,0.2712,7.979,0.4489,0.157,0.3525,3
PRJ3-02036,240,4.585,7.435,0.4989,0.2526,0.0813,0.1664,0.0579,0.0665,0.018,0.005,14.282,0.1862,3.671,0.0636,0.1473,0.2362,2
PRJ3-02037,203,4.686,5.373,0.5536,0.2252,0.0883,0,0.0057,0.0882,0.0347,0.0132,26.825,0.3982,0.632,0.2301,0.1995,0.1728,2
PRJ3-02038,36,4.216,10.699,0.1871,0.3233,0.0789,0.0307,0.0122,0.0299,0.0119,0.0235,23.472,0.1787,3.002,0.3403,0.2345,0.3498,3
PRJ3-02039,51,3.92,6.403,0.4655,0.2291,0.0712,0.069,0.0465,0.1867,0.0188,0.0172,21.694,0.2599,3.081,0.2723,0.2069,0.3095,2
PRJ3-02040,41,9.178,6.363,0.3686,0.2159,0.0924,0.1252,0.0548,0.1352,0.0522,0.0363,25.783,0.3281,2.478,0.2738,0.2494,0.3814,3
PRJ3-02041,17,7.124,8.254,0.3775,0.3149,0.1087,0.1655,0.0287,0.3173,0.0507,0.0169,22.59,0.1518,2.403,0.2218,0.2812,0.3668,3
PRJ3-02042,58,5.951,8.889,0.2317,0.3563,0.0742,0.1093,0.0484,0.2037,0.0594,0.0375,34.151,0.436,3.996,0.1408,0.3052,0.5477,5
PRJ3-02043,108,5.713,7.939,0.3919,0.3178,0.0924,0.1727,0.0755,0.2137,0.0483,0.0352,29.603,0.3223,8.976,0.4744,0.3046,0.4503,5
PRJ3-02044,19,2.406,12.127,0.08,0.3533,0.0635,0,0.0323,0.0382,0.0317,0.0167,26.161,0.3146,2.866,0.3605,0.2047,0.3496,4
PRJ3-02045,25,5.142,3.556,0.615,0.1544,0.0441,0.1642,0.0552,0.1328,0.0298,0.0206,17.808,0.2389,4.395,0.3005,0.2118,0.2878,2
PRJ3-02046,81,4.357,8.401,0.2706,0.3447,0.1033,0,0,0.135,0.0283,0.0198,25.324,0.3832,4.842,0.221,0.1474,0.3608,3
PRJ3-02047,28,18.092,7.57,0.2828,0.2119,0.1136,0.2124,0.0528,0.2272,0.0542,0.0097,31.151,0.3616,8.962,0.3844,0.3357,0.3434,4
PRJ3-02048,17,3.476,9.082,0.3203,0.3049,0.0881,0.1779,0.068,0.0221,0.0209,0,19.883,0.205,0,0.1357,0.2313,0.3732,1
PRJ3-02049,47,3.99,5.368,0.4727,0.2814,0.0529,0.1804,0.0668,0.1151,0.0133,0.0033,10.4,0.2249,1.591,0.2497,0.2148,0.3035,1
PRJ3-02050,15,3.663,7.936,0.3465,0.2175,0.0679,0.105,0.0232,0.02,0.0302,0,21.16,0.3747,4.837,0.0911,0.147,0.2846,2
PRJ3-02051,40,4.387,9.439,0.11,0.3323,0.0763,0.0455,0.0169,0.1455,0,0.0142,15.875,0.057,5.805,0.0825,0.1305,0.3596,3
PRJ3-02052,46,5.343,9.217,0.2147,0.2965,0.071,0.0694,0.0433,0.1341,0.0613,0.0301,13.414,0.0971,4.024,0.0659,0.1087,0.3603,3
PRJ3-02053,29,5.693,9.242,0.2564,0.3583,0.0594,0.1915,0.038,0.1641,0.0028,0.0151,20.344,0.3622,0,0.2151,0.2639,0.3886,2
PRJ3-02054,28,4.938,8.994,0.1244,0.2706,0.0588,0.0799,0.0576,0.0995,0.0122,0,26.552,0.2498,5.54,0.1677,0.202,0.3984,2
PRJ3-02055,45,5.517,10.297,0.2174,0.3764,0.1084,0.2096,0.0899,0.245,0.0763,0.0304,9.882,0.1093,11.831,0.5074,0.1896,0.3786,4
PRJ3-02056,47,6.611,9.364,0.3403,0.4792,0.0883,0.0583,0.0052,0.1679,0.042,0,13.708,0.2513,0.483,0.3478,0.1799,0.3974,2
PRJ3-02057,35,8.708,6.773,0.3869,0.2142,0.0626,0.0542,0.0387,0.2082,0.051,0.0133,22.584,0.2481,3.527,0.317,0.229,0.3435,2
PRJ3-02058,14,3.843,9.968,0.2631,0.3923,0.095,0.1342,0.0043,0.1922,0.0291,0,31.276,0.3303,6.298,0.2199,0.2643,0.3024,3
PRJ3-02059,214,6.777,7.872,0.1514,0.3785,0.1213,0.2955,0.0802,0.3007,0.0507,0.0426,25.692,0.213,3.89,0.2157,0.4027,0.3333,4
PRJ3-02060,32,3.46,9.877,0.2633,0.2921,0.0561,0.0276,0.0425,0.1956,0.0048,0.0033,16.22,0.1702,1.787,0.3246,0.1021,0.3473,2
PRJ3-02061,93,4.542,10.354,0.1613,0.3809,0.0882,0.1266,0.0662,0.0846,0.01,0.0122,22.629,0.2342,6.838,0.2887,0.2602,0.2277,3
PRJ3-02062,77,3.994,13.017,0.0978,0.5627,0.114,0.0194,0.0331,0.0775,0.0348,0.0163,12.682,0.2975,0,0.1417,0.126,0.3551,3
PRJ3-02063,49,5.272,13.384,0.08,0.3962,0.1247,0.1284,0.0584,0.3608,0.0227,0.0386,29.649,0.369,1.446,0.3461,0.2583,0.3532,5
PRJ3-02064,11,4.939,7.337,0.3416,0.3387,0.1031,0.2112,0.0493,0.2245,0.0395,0.0416,21.084,0.2246,7.835,0.3208,0.2947,0.2755,4
PRJ3-02065,26,4.308,7.939,0.2352,0.3202,0.0607,0.1544,0.0475,0.2024,0.0114,0.0414,19.527,0.3115,2.143,0.2394,0.2183,0.3914,3
PRJ3-02066,37,4.341,3.206,0.6552,0.1197,0.0371,0.0159,0,0.1569,0,0,5,0.0416,0,0.1744,0.0352,0.2272,0
PRJ3-02067,22,7.06,12.062,0.08,0.461,0.1056,0.0564,0.0365,0.1988,0.0388,0.0333,20.414,0.2671,7.117,0.1756,0.1416,0.4977,5
PRJ3-02068,75,5.557,6.699,0.4633,0.2379,0.0578,0.1614,0.0719,0.21,0.0767,0.0516,23.334,0.209,3.722,0.5015,0.2566,0.3943,4
PRJ3-02069,55,5.198,9.097,0.1797,0.3247,0.1081,0.1162,0.0562,0.1451,0.0318,0.0237,27.146,0.3952,8.884,0.2524,0.2606,0.4182,4
PRJ3-02070,24,5.025,6.996,0.4582,0.2536,0.048,0.164,0.0522,0.2802,0.0256,0,18.235,0.1761,0,0.0785,0.2436,0.3394,1
PRJ3-02071,113,3.947,7.326,0.304,0.3468,0.0567,0.0533,0.025,0.1257,0.0057,0.0194,17.69,0.122,2.077,0.4566,0.1644,0.2501,2
PRJ3-02072,173,6.16,11.309,0.1692,0.3904,0.1113,0.1133,0.0296,0.2716,0.0677,0.0468,31.797,0.3702,5.448,0.2258,0.3826,0.3531,6
PRJ3-02073,119,4.565,7.21,0.3503,0.2762,0.0564,0.0622,0.0261,0.1343,0.0483,0.0244,20.572,0.3551,8.503,0.2973,0.2146,0.3714,3
PRJ3-02074,24,9.118,9.173,0.2094,0.3541,0.1074,0.0469,0.0443,0.0874,0.0288,0,31.173,0.3338,5.071,0.2013,0.2878,0.3311,3
PRJ3-02075,240,3.021,7.805,0.2915,0.227,0.0991,0.1227,0.0704,0.1538,0.0568,0.0278,28.338,0.3182,2.817,0.4366,0.1726,0.4926,3
PRJ3-02076,190,4.719,6.816,0.3975,0.3181,0.0654,0.0931,0.024,0.0947,0.0227,0.015,25.301,0.2787,1.332,0.3035,0.2144,0.3226,2
