Project_ID,Final_Cost_Overrun_Pct,Final_Schedule_Delay_Days,Cost_Overrun_Flag,Schedule_Delay_Flag,Combined_Overrun_Flag,Final_CPI,Final_SPI,Final_Status,Actual_End_Date,Final_EAC
PRJ3-00893,0.0751,-17,0,0,0,0.9301,1.0137,Complete,2022-12-26,325693400
PRJ3-00894,0.0858,16,0,0,0,0.921,0.9665,Complete,2021-07-25,17658500
PRJ3-00895,0.0081,19,0,0,0,0.9919,0.9622,Complete,2024-04-26,36008000
PRJ3-00896,0.1187,-24,1,0,1,0.8939,1.0529,Complete,2024-06-08,79622600
PRJ3-00897,0.0156,9,0,0,0,0.9846,0.9874,Complete,2024-01-18,286651500
PRJ3-00898,0.1071,-25,1,0,1,0.9032,1.0273,Complete,2023-12-11,385203500
PRJ3-00899,0.0013,-6,0,0,0,0.9987,1.0061,Complete,2024-08-02,362503600
PRJ3-00900,-0.0269,8,0,0,0,1.0277,0.9869,Complete,2025-09-02,54150200
PRJ3-00901,-0.0355,-2,0,0,0,1.0368,1.004,Complete,2026-04-25,37919300
PRJ3-00902,0.1533,-16,1,0,1,0.8671,1.0275,Complete,2026-04-25,56001900
PRJ3-00903,0.1662,37,1,1,1,0.8575,0.9649,Complete,2025-08-26,145593400
PRJ3-00904,0.0612,-14,0,0,0,0.9423,1.0153,Complete,2026-10-12,132939200
PRJ3-00905,0.1433,11,1,0,1,0.8746,0.9855,Complete,2024-01-05,171653700
PRJ3-00906,0.0787,15,0,0,0,0.927,0.9776,Complete,2026-01-20,67989600
PRJ3-00907,-0.0321,-16,0,0,0,1.0331,1.0303,Complete,2023-05-30,40660300
PRJ3-00908,0.0061,37,0,1,1,0.9939,0.9308,Complete,2026-09-19,26001000
PRJ3-00909,0.1759,37,1,1,1,0.8504,0.9503,Complete,2024-10-03,89675400
PRJ3-00910,-0.0449,14,0,0,0,1.047,0.9775,Complete,2022-10-27,92222900
PRJ3-00912,0.1076,3,1,0,1,0.9029,0.9962,Complete,2022-07-15,109651400
PRJ3-00913,0.0484,-12,0,0,0,0.9538,1.0261,Complete,2021-10-18,42783900
PRJ3-00914,0.0545,40,0,1,1,0.9484,0.9529,Complete,2023-09-06,116875000
PRJ3-00915,-0.0409,-25,0,0,0,1.0426,1.0511,Complete,2020-04-01,106635900
PRJ3-00916,-0.0001,0,0,0,0,1.0001,1.0,Complete,2023-12-15,81462700
PRJ3-00917,0.061,-15,0,0,0,0.9425,1.0221,Complete,2026-06-02,279791600
PRJ3-00918,-0.0406,-19,0,0,0,1.0424,1.014,Complete,2020-12-20,166580900
PRJ3-00919,0.0954,46,0,1,1,0.9129,0.9517,Complete,2025-04-28,145801300
PRJ3-00920,-0.0114,-21,0,0,0,1.0115,1.0493,Complete,2022-06-16,37614200
PRJ3-00921,0.1723,1,1,0,1,0.853,0.9982,Complete,2020-02-19,107563200
PRJ3-00922,0.0443,-8,0,0,0,0.9576,1.0112,Complete,2024-02-22,55239700
PRJ3-00923,0.0391,0,0,0,0,0.9624,1.0,Complete,2020-09-29,305645700
PRJ3-00924,0.0654,-20,0,0,0,0.9386,1.0261,Complete,2026-03-18,343503000
PRJ3-00925,0.0702,47,0,1,1,0.9344,0.9569,Complete,2021-07-30,69178300
PRJ3-00926,0.0461,53,0,1,1,0.9559,0.9307,Complete,2026-06-20,172555200
PRJ3-00927,0.0733,-16,0,0,0,0.9317,1.0136,Complete,2021-05-26,256438500
PRJ3-00928,0.1082,53,1,1,1,0.9024,0.8729,Complete,2019-11-10,99886700
PRJ3-00929,0.1833,72,1,1,1,0.8451,0.9288,Complete,2026-10-09,184113700
PRJ3-00930,0.0949,-25,0,0,0,0.9134,1.0746,Complete,2020-05-18,32519200
PRJ3-00931,0.091,61,0,1,1,0.9166,0.9032,Complete,2023-04-28,21849600
PRJ3-00932,0.1036,25,1,0,1,0.9062,0.9823,Complete,2026-01-15,321722400
PRJ3-00933,0.0755,2,0,0,0,0.9298,0.9979,Complete,2026-06-14,463827000
PRJ3-00934,0.0371,16,0,0,0,0.9642,0.9792,Complete,2025-04-03,125083600
PRJ3-00935,-0.019,-3,0,0,0,1.0194,1.0042,Complete,2026-10-16,103422500
PRJ3-00936,0.0182,-4,0,0,0,0.9821,1.0044,Complete,2024-06-19,88808600
PRJ3-00937,0.102,39,1,1,1,0.9075,0.9615,Complete,2022-04-10,99394000
PRJ3-00938,0.1248,-2,1,0,1,0.8891,1.0019,Complete,2022-09-21,444592400
PRJ3-00939,-0.0224,0,0,0,0,1.0229,1.0,Complete,2023-04-09,211895900
PRJ3-00940,0.039,-10,0,0,0,0.9625,1.0108,Complete,2022-01-02,141257100
PRJ3-00941,0.1549,-1,1,0,1,0.8659,1.0017,Complete,2021-06-02,97251500
PRJ3-00942,-0.0056,-1,0,0,0,1.0056,1.0013,Complete,2026-08-28,178587100
PRJ3-00943,0.0055,-16,0,0,0,0.9945,1.0274,Complete,2021-03-08,31461700
PRJ3-00944,0.0995,-4,0,0,0,0.9095,1.0037,Complete,2025-11-22,189507200
PRJ3-00945,0.1148,11,1,0,1,0.897,0.9891,Complete,2021-07-01,221817600
PRJ3-00946,0.0612,-19,0,0,0,0.9423,1.0143,Complete,2025-08-31,421709400
PRJ3-00947,0.0889,1,0,0,0,0.9183,0.9974,Complete,2026-04-07,53703200
PRJ3-00948,0.0796,1,0,0,0,0.9262,0.9988,Complete,2023-04-10,71699700
PRJ3-00949,0.072,28,0,0,0,0.9328,0.9592,Complete,2026-05-20,165574800
PRJ3-00950,-0.0163,-25,0,0,0,1.0166,1.052,Complete,2020-03-04,77962200
PRJ3-00951,0.0169,30,0,1,1,0.9833,0.9631,Complete,2025-02-11,173769600
PRJ3-00952,0.1106,18,1,0,1,0.9004,0.9826,Complete,2026-03-24,171065900
PRJ3-00953,-0.0681,6,0,0,0,1.0731,0.9894,Complete,2022-02-07,54573800
PRJ3-00954,0.0534,-13,0,0,0,0.9493,1.0095,Complete,2026-07-17,266048500
PRJ3-00955,0.015,-13,0,0,0,0.9852,1.028,Complete,2026-05-23,18762700
PRJ3-00956,0.1823,28,1,0,1,0.8458,0.971,Complete,2025-11-27,229319600
PRJ3-00957,0.2225,25,1,0,1,0.818,0.9695,Complete,2024-01-22,48629600
PRJ3-00958,0.2739,32,1,1,1,0.785,0.9785,Complete,2023-10-15,345199600
PRJ3-00959,0.0559,-25,0,0,0,0.947,1.0265,Complete,2023-07-06,325793900
PRJ3-00960,0.085,22,0,0,0,0.9217,0.9721,Complete,2022-12-17,89211200
PRJ3-00961,-0.0104,-1,0,0,0,1.0105,1.0012,Complete,2025-05-27,200111000
PRJ3-00962,0.0704,-13,0,0,0,0.9342,1.0116,Complete,2022-03-25,182292000
PRJ3-00963,-0.08,7,0,0,0,1.087,0.9915,Complete,2025-10-28,66310400
PRJ3-00964,0.0326,1,0,0,0,0.9684,0.9991,Complete,2024-01-29,184663000
PRJ3-00965,0.0142,34,0,1,1,0.986,0.9515,Complete,2025-06-22,38388200
PRJ3-00966,0.0158,0,0,0,0,0.9845,1.0,Complete,2021-02-16,55719000
PRJ3-00967,0.0645,-17,0,0,0,0.9394,1.0248,Complete,2021-05-21,83084800
PRJ3-00968,0.1299,25,1,0,1,0.885,0.9749,Complete,2022-03-11,474499100
PRJ3-00969,0.0174,10,0,0,0,0.9829,0.9751,Complete,2019-09-20,120996400
PRJ3-00970,0.0871,79,0,1,1,0.9198,0.9273,Complete,2025-05-13,116510200
PRJ3-00971,0.0408,19,0,0,0,0.9608,0.9824,Complete,2025-02-19,446584600
PRJ3-00972,0.1641,2,1,0,1,0.8591,0.9964,Complete,2023-11-12,170054900
PRJ3-00974,0.0454,-1,0,0,0,0.9566,1.0016,Complete,2024-05-07,221608100
PRJ3-00975,-0.0448,30,0,1,1,1.0469,0.9757,Complete,2021-07-21,227255300
PRJ3-00976,0.0865,11,0,0,0,0.9204,0.9882,Complete,2023-06-07,115310000
PRJ3-00977,0.17,77,1,1,1,0.8547,0.9154,Complete,2025-11-30,103036300
PRJ3-00978,0.0861,35,0,1,1,0.9207,0.9553,Complete,2023-02-15,20692800
PRJ3-00979,0.0897,19,0,0,0,0.9177,0.9662,Complete,2026-11-08,39686700
PRJ3-00980,0.0195,17,0,0,0,0.9809,0.9679,Complete,2022-03-02,21466700
PRJ3-00981,0.2084,-17,1,0,1,0.8275,1.0118,Complete,2023-08-23,280376500
PRJ3-00982,0.0579,6,0,0,0,0.9453,0.9937,Complete,2022-10-14,207264200
PRJ3-00983,0.0952,20,0,0,0,0.913,0.9777,Complete,2025-08-15,542664300
PRJ3-00984,0.023,-23,0,0,0,0.9775,1.0218,Complete,2026-08-31,222084900
PRJ3-00985,0.079,-12,0,0,0,0.9268,1.0108,Complete,2025-04-30,234394300
PRJ3-00986,0.054,37,0,1,1,0.9488,0.9564,Complete,2023-11-09,99245700
PRJ3-00987,-0.0321,1,0,0,0,1.0332,0.9991,Complete,2023-12-06,291080800
PRJ3-00988,0.0606,33,0,1,1,0.9428,0.9611,Complete,2023-03-11,17520100
PRJ3-00989,0.1199,1,1,0,1,0.8929,0.9984,Complete,2026-04-17,50298000
PRJ3-00990,0.0154,24,0,0,0,0.9848,0.9653,Complete,2020-11-01,243965600
PRJ3-00991,0.0886,2,0,0,0,0.9186,0.9969,Complete,2025-02-19,54611200
PRJ3-00992,0.2036,15,1,0,1,0.8308,0.9863,Complete,2023-07-16,167759000
PRJ3-00993,0.0522,2,0,0,0,0.9504,0.9983,Complete,2027-04-24,273375000
PRJ3-00994,0.0728,15,0,0,0,0.9321,0.9843,Complete,2023-04-23,95052800
PRJ3-00995,0.0747,-2,0,0,0,0.9305,1.0038,Complete,2023-01-22,18492100
PRJ3-00996,0.0639,9,0,0,0,0.94,0.9899,Complete,2020-08-13,87619000
PRJ3-00997,0.0754,-25,0,0,0,0.9299,1.0314,Complete,2024-05-11,68254300
PRJ3-00998,-0.0091,-13,0,0,0,1.0092,1.0158,Complete,2022-03-11,87734100
PRJ3-00999,0.01,-25,0,0,0,0.9901,1.0249,Complete,2023-11-16,232766300
PRJ3-01000,0.0719,49,0,1,1,0.9329,0.9199,Complete,2026-04-25,129718300
PRJ3-01001,0.1154,16,1,0,1,0.8966,0.985,Complete,2023-06-06,49083900
PRJ3-01002,0.0172,24,0,0,0,0.9831,0.9515,Complete,2026-01-24,31766600
PRJ3-01003,0.1067,5,1,0,1,0.9036,0.9949,Complete,2026-04-27,69655100
PRJ3-01004,0.0629,7,0,0,0,0.9408,0.9937,Complete,2020-10-31,318460800
PRJ3-01005,-0.0349,-8,0,0,0,1.0361,1.0094,Complete,2024-04-24,44096800
PRJ3-01006,0.1239,-1,1,0,1,0.8898,1.0013,Complete,2021-04-24,28851600
PRJ3-01007,0.1726,-4,1,0,1,0.8528,1.0037,Complete,2025-10-07,253103400
PRJ3-01008,0.0592,7,0,0,0,0.9441,0.9925,Complete,2022-03-22,149944500
PRJ3-01009,-0.0018,9,0,0,0,1.0018,0.9861,Complete,2026-07-24,54895800
PRJ3-01010,-0.0206,-6,0,0,0,1.0211,1.0047,Complete,2028-01-30,89270100
PRJ3-01011,0.114,36,1,1,1,0.8976,0.9633,Complete,2026-04-03,97046700
PRJ3-01012,0.0632,30,0,1,1,0.9405,0.9663,Complete,2023-01-19,328100600
PRJ3-01013,0.0696,-25,0,0,0,0.9349,1.0282,Complete,2022-05-15,240965500
PRJ3-01014,0.0525,26,0,0,0,0.9501,0.9724,Complete,2023-02-11,100858300
PRJ3-01016,-0.0202,-21,0,0,0,1.0206,1.0199,Complete,2026-03-07,214492900
PRJ3-01017,0.0375,-15,0,0,0,0.9639,1.0267,Complete,2026-07-04,83017900
PRJ3-01018,0.1614,46,1,1,1,0.861,0.9694,Complete,2024-08-17,172708300
PRJ3-01019,0.071,14,0,0,0,0.9337,0.9911,Complete,2027-03-14,200951600
PRJ3-01020,0.1172,11,1,0,1,0.8951,0.9882,Complete,2023-04-05,58246500
PRJ3-01021,0.0963,-21,0,0,0,0.9122,1.0336,Complete,2023-07-19,63760500
PRJ3-01022,0.0038,-16,0,0,0,0.9962,1.0219,Complete,2025-11-21,48107200
PRJ3-01023,0.1202,31,1,1,1,0.8927,0.9649,Complete,2021-05-31,103654700
PRJ3-01024,0.0546,32,0,1,1,0.9482,0.9571,Complete,2024-04-21,95308200
PRJ3-01025,0.0295,-25,0,0,0,0.9713,1.0273,Complete,2026-08-08,140319500
PRJ3-01026,0.0496,-11,0,0,0,0.9527,1.0096,Complete,2021-09-04,142940500
PRJ3-01027,0.0945,1,0,0,0,0.9136,0.9982,Complete,2021-07-19,48981100
PRJ3-01028,0.0752,5,0,0,0,0.93,0.9902,Complete,2026-04-18,85463600
PRJ3-01029,0.0477,58,0,1,1,0.9544,0.8959,Complete,2025-10-31,49609100
PRJ3-01030,0.0579,5,0,0,0,0.9453,0.9921,Complete,2026-03-30,52357900
PRJ3-01031,0.0298,-2,0,0,0,0.9711,1.0037,Complete,2021-03-16,86043500
PRJ3-01032,0.1088,48,1,1,1,0.9019,0.959,Complete,2020-12-04,92349400
PRJ3-01033,-0.0268,20,0,0,0,1.0276,0.9683,Complete,2024-05-04,232327300
PRJ3-01034,0.0788,-7,0,0,0,0.9269,1.0073,Complete,2026-02-05,111404400
PRJ3-01035,0.0682,1,0,0,0,0.9362,0.9989,Complete,2020-07-27,149045100
PRJ3-01036,0.0975,8,0,0,0,0.9111,0.9874,Complete,2023-04-22,59335600
PRJ3-01037,0.0218,4,0,0,0,0.9787,0.9937,Complete,2026-10-12,45449600
PRJ3-01038,0.0327,18,0,0,0,0.9683,0.9695,Complete,2025-05-02,43005900
PRJ3-01039,0.1417,20,1,0,1,0.8759,0.9731,Complete,2025-01-14,208677000
PRJ3-01040,0.0065,43,0,1,1,0.9935,0.9574,Complete,2026-11-28,153911200
PRJ3-01041,-0.0207,9,0,0,0,1.0211,0.9914,Complete,2027-08-04,322279800
PRJ3-01042,0.1543,1,1,0,1,0.8663,0.9987,Complete,2023-10-25,320153900
PRJ3-01043,0.0465,13,0,0,0,0.9556,0.9876,Complete,2025-06-04,168583100
PRJ3-01044,0.1605,13,1,0,1,0.8617,0.9741,Complete,2021-12-30,30344700
PRJ3-01045,0.0558,3,0,0,0,0.9472,0.9969,Complete,2027-01-24,298498500
PRJ3-01046,0.0177,-21,0,0,0,0.9826,1.0199,Complete,2023-06-05,171054400
PRJ3-01047,0.0878,6,0,0,0,0.9193,0.9907,Complete,2021-04-23,68138200
PRJ3-01048,0.0465,-8,0,0,0,0.9555,1.0101,Complete,2026-02-17,22314300
PRJ3-01049,0.0264,23,0,0,0,0.9742,0.9713,Complete,2020-02-27,125437700
PRJ3-01050,0.0882,-1,0,0,0,0.919,1.0013,Complete,2022-07-04,100221800
PRJ3-01051,0.1115,21,1,0,1,0.8997,0.9686,Complete,2025-03-16,88813100
PRJ3-01052,-0.0363,-4,0,0,0,1.0377,1.0061,Complete,2024-01-28,57472100
PRJ3-01053,0.0542,38,0,1,1,0.9486,0.9558,Complete,2022-12-18,134121600
PRJ3-01054,0.0673,-25,0,0,0,0.937,1.0639,Complete,2021-08-16,56225800
PRJ3-01055,0.1186,5,1,0,1,0.894,0.9929,Complete,2025-05-13,109952100
PRJ3-01056,0.1035,-12,1,0,1,0.9062,1.016,Complete,2025-08-25,217503000
PRJ3-01057,0.125,11,1,0,1,0.8889,0.987,Complete,2022-09-01,139624200
PRJ3-01058,0.062,13,0,0,0,0.9416,0.9751,Complete,2022-02-15,244359600
PRJ3-01059,0.036,10,0,0,0,0.9652,0.9882,Complete,2024-03-16,196110700
PRJ3-01060,0.0472,2,0,0,0,0.9549,0.9975,Complete,2020-11-25,33613800
PRJ3-01061,-0.0439,10,0,0,0,1.046,0.9888,Complete,2022-07-05,94882700
PRJ3-01062,0.0888,19,0,0,0,0.9185,0.9817,Complete,2025-11-10,43932900
PRJ3-01063,0.2075,52,1,1,1,0.8282,0.9578,Complete,2023-01-23,261373900
PRJ3-01064,0.1548,21,1,0,1,0.866,0.9741,Complete,2021-06-07,199602200
PRJ3-01065,0.045,-25,0,0,0,0.957,1.0186,Complete,2025-05-11,353551100
PRJ3-01066,0.0478,-24,0,0,0,0.9544,1.0436,Complete,2025-10-09,82486500
PRJ3-01067,0.0032,-25,0,0,0,0.9968,1.0706,Complete,2026-01-06,65287300
PRJ3-01068,0.18,-10,1,0,1,0.8475,1.0072,Complete,2025-01-04,285737800
PRJ3-01069,0.0182,-25,0,0,0,0.9821,1.0287,Complete,2024-05-27,233592000
PRJ3-01070,0.118,43,1,1,1,0.8944,0.9521,Complete,2025-03-22,211099400
PRJ3-01071,0.0445,-25,0,0,0,0.9574,1.0367,Complete,2024-11-14,33744600
PRJ3-01072,0.0021,12,0,0,0,0.9979,0.9794,Complete,2024-09-22,41573200
PRJ3-01073,0.144,16,1,0,1,0.8741,0.9835,Complete,2026-07-10,94848100
PRJ3-01074,-0.0672,-25,0,0,0,1.0721,1.0581,Complete,2023-03-23,30186600
PRJ3-01075,0.0757,38,0,1,1,0.9296,0.9696,Complete,2027-10-25,113968800
PRJ3-01076,-0.08,-6,0,0,0,1.087,1.0048,Complete,2024-03-23,276807000
PRJ3-01077,0.1241,35,1,1,1,0.8896,0.9557,Complete,2024-06-21,74072200
PRJ3-01078,0.1302,-5,1,0,1,0.8848,1.0034,Complete,2027-06-16,314433300
PRJ3-01079,0.0953,-5,0,0,0,0.913,1.0042,Complete,2026-02-05,395704500
PRJ3-01080,0.0032,22,0,0,0,0.9968,0.9682,Complete,2025-02-26,47883700
PRJ3-01081,0.1027,-8,1,0,1,0.9068,1.0071,Complete,2024-08-19,266918100
PRJ3-01082,0.1666,10,1,0,1,0.8572,0.986,Complete,2025-05-29,74990200
PRJ3-01083,0.0781,22,0,0,0,0.9275,0.98,Complete,2026-02-22,139468500
PRJ3-01084,0.1391,27,1,0,1,0.8779,0.9543,Complete,2025-07-26,57429700
PRJ3-01085,0.0483,57,0,1,1,0.9539,0.9478,Complete,2026-07-29,113739300
PRJ3-01086,0.0232,22,0,0,0,0.9773,0.9782,Complete,2024-10-04,251648300
PRJ3-01087,0.1063,-25,1,0,1,0.904,1.0386,Complete,2026-11-25,58665500
PRJ3-01088,0.0417,6,0,0,0,0.96,0.9928,Complete,2026-05-11,197563700
PRJ3-01089,0.0938,-11,0,0,0,0.9143,1.0114,Complete,2024-02-24,203315200
PRJ3-01090,0.0529,45,0,1,1,0.9497,0.9107,Complete,2020-06-21,60223100
PRJ3-01091,0.0884,4,0,0,0,0.9188,0.9947,Complete,2022-10-10,77761400
PRJ3-01092,0.0889,18,0,0,0,0.9184,0.982,Complete,2020-07-26,248773900
PRJ3-01093,0.0583,-4,0,0,0,0.9449,1.0037,Complete,2022-07-19,386332500
PRJ3-01094,0.0397,10,0,0,0,0.9618,0.9923,Complete,2026-02-16,164997500
PRJ3-01095,0.0993,16,0,0,0,0.9097,0.9779,Complete,2026-05-09,37506300
PRJ3-01096,0.066,-4,0,0,0,0.938,1.005,Complete,2024-07-15,136436300
PRJ3-01097,0.048,40,0,1,1,0.9542,0.9271,Complete,2025-04-13,85637700
PRJ3-01098,0.0558,38,0,1,1,0.9472,0.9722,Complete,2023-09-29,125723400
PRJ3-01099,-0.0037,-5,0,0,0,1.0037,1.0071,Complete,2021-12-15,46167200
PRJ3-01100,0.1072,3,1,0,1,0.9032,0.994,Complete,2025-03-14,143965300
PRJ3-01101,0.1054,37,1,1,1,0.9047,0.9674,Complete,2024-08-20,115189100
PRJ3-01102,0.1824,22,1,0,1,0.8458,0.9794,Complete,2022-11-21,96236800
PRJ3-01103,0.005,-8,0,0,0,0.995,1.01,Complete,2023-12-01,73161900
PRJ3-01104,0.0826,-7,0,0,0,0.9237,1.0057,Complete,2024-12-14,183624500
PRJ3-01105,0.0436,15,0,0,0,0.9582,0.9776,Complete,2026-11-25,61790000
PRJ3-01106,0.0683,2,0,0,0,0.936,0.9977,Complete,2022-07-14,199245700
PRJ3-01107,0.1436,56,1,1,1,0.8744,0.9468,Complete,2024-05-03,329808600
PRJ3-01108,0.0411,-20,0,0,0,0.9606,1.0411,Complete,2020-11-04,54696800
PRJ3-01109,0.0318,-6,0,0,0,0.9692,1.0057,Complete,2023-08-19,349519200
PRJ3-01110,0.039,-13,0,0,0,0.9625,1.039,Complete,2019-06-14,203253900
PRJ3-01111,0.0436,3,0,0,0,0.9582,0.9966,Complete,2025-10-31,163298400
PRJ3-01112,0.2293,-11,1,0,1,0.8134,1.0177,Complete,2026-11-27,108690400
PRJ3-01113,0.0368,7,0,0,0,0.9645,0.9918,Complete,2026-05-22,49487200
PRJ3-01114,-0.0024,24,0,0,0,1.0024,0.9647,Complete,2025-02-26,65250200
PRJ3-01115,0.0353,45,0,1,1,0.9659,0.9631,Complete,2024-11-04,123649100
PRJ3-01116,0.0456,25,0,0,0,0.9564,0.9788,Complete,2025-05-10,382758600
PRJ3-01117,0.0565,61,0,1,1,0.9465,0.9383,Complete,2024-02-25,87990500
PRJ3-01118,0.0633,-3,0,0,0,0.9405,1.0024,Complete,2026-07-01,144081500
PRJ3-01119,-0.0188,-25,0,0,0,1.0192,1.0414,Complete,2024-11-16,75107500
PRJ3-01120,0.1155,-22,1,0,1,0.8964,1.0173,Complete,2026-07-08,94934100
PRJ3-01121,0.1499,7,1,0,1,0.8697,0.9913,Complete,2024-02-15,157928800
PRJ3-01122,0.081,-9,0,0,0,0.925,1.0126,Complete,2023-02-15,363859700
PRJ3-01123,0.0387,-18,0,0,0,0.9627,1.0397,Complete,2022-07-21,39666400
PRJ3-01124,0.174,81,1,1,1,0.8518,0.8761,Complete,2022-05-26,154594400
PRJ3-01125,-0.0209,20,0,0,0,1.0214,0.9642,Complete,2025-12-18,43468700
PRJ3-01126,0.0661,-23,0,0,0,0.938,1.0458,Complete,2023-04-21,83252700
PRJ3-01127,0.0166,-25,0,0,0,0.9836,1.0551,Complete,2023-07-04,49301100
PRJ3-01128,0.0753,1,0,0,0,0.93,0.9988,Complete,2026-06-07,145147400
PRJ3-01129,0.0811,34,0,1,1,0.925,0.964,Complete,2026-02-11,216897300
PRJ3-01130,0.0753,14,0,0,0,0.93,0.9879,Complete,2027-09-21,96062100
PRJ3-01131,0.0353,-8,0,0,0,0.9659,1.0114,Complete,2022-10-18,358625100
PRJ3-01132,0.0679,28,0,0,0,0.9365,0.9698,Complete,2027-02-02,83254300
PRJ3-01133,0.0501,17,0,0,0,0.9522,0.9787,Complete,2024-03-14,74583700
PRJ3-01134,-0.0545,14,0,0,0,1.0577,0.9796,Complete,2026-01-08,30617100
PRJ3-01135,0.0989,5,0,0,0,0.91,0.9943,Complete,2024-08-10,180360400
PRJ3-01136,0.0224,-9,0,0,0,0.9781,1.0124,Complete,2027-02-10,109827300
PRJ3-01137,0.186,54,1,1,1,0.8432,0.9518,Complete,2025-09-15,83699500
PRJ3-01138,0.1082,-25,1,0,1,0.9024,1.0397,Complete,2025-02-07,86571800
PRJ3-01139,0.0841,-25,0,0,0,0.9224,1.0433,Complete,2024-07-19,161052600
PRJ3-01140,0.118,10,1,0,1,0.8945,0.9884,Complete,2026-12-17,104438100
PRJ3-01141,0.1178,58,1,1,1,0.8946,0.9225,Complete,2024-12-26,139534800
PRJ3-01142,0.0818,15,0,0,0,0.9244,0.9855,Complete,2026-07-19,168060800
PRJ3-01143,0.1723,19,1,0,1,0.8531,0.9664,Complete,2023-10-22,70565900
PRJ3-01144,0.08,-5,0,0,0,0.9259,1.0119,Complete,2025-05-16,370506800
PRJ3-01145,0.1378,27,1,0,1,0.8789,0.969,Complete,2021-03-02,225511300
PRJ3-01146,0.125,-16,1,0,1,0.8889,1.0203,Complete,2023-05-05,85613600
PRJ3-01147,0.0081,13,0,0,0,0.992,0.977,Complete,2024-06-11,124766500
PRJ3-01148,0.0061,46,0,1,1,0.9939,0.9065,Complete,2020-11-25,56181400
PRJ3-01149,0.1428,67,1,1,1,0.875,0.9341,Complete,2023-02-04,135167300
PRJ3-01150,-0.008,22,0,0,0,1.0081,0.9791,Complete,2022-05-04,237495700
PRJ3-01151,0.1393,-7,1,0,1,0.8778,1.0075,Complete,2022-08-20,171666300
PRJ3-01152,0.109,64,1,1,1,0.9017,0.9461,Complete,2023-03-14,607984100
PRJ3-01153,0.0575,11,0,0,0,0.9456,0.978,Complete,2026-02-18,77422600
PRJ3-01154,-0.0222,17,0,0,0,1.0227,0.9722,Complete,2025-12-21,156468700
PRJ3-01155,0.1412,42,1,1,1,0.8763,0.9671,Complete,2026-12-17,247937000
PRJ3-01156,0.184,-21,1,0,1,0.8446,1.0204,Complete,2026-11-07,182917100
PRJ3-01157,0.0824,73,0,1,1,0.9239,0.9484,Complete,2026-03-07,183087100
PRJ3-01158,0.1071,25,1,0,1,0.9033,0.9773,Complete,2020-11-07,211373800
PRJ3-01159,0.0372,-20,0,0,0,0.9642,1.0333,Complete,2026-01-01,24672200
PRJ3-01160,0.048,41,0,1,1,0.9542,0.9589,Complete,2021-03-12,171626700
PRJ3-01161,0.0192,-21,0,0,0,0.9811,1.0205,Complete,2026-03-11,293296800
PRJ3-01162,0.0568,-21,0,0,0,0.9462,1.0262,Complete,2023-02-12,285677600
PRJ3-01163,0.0996,0,0,0,0,0.9094,1.0,Complete,2021-06-01,47063900
PRJ3-01164,0.0533,14,0,0,0,0.9494,0.9839,Complete,2021-06-26,153945300
PRJ3-01165,0.0193,0,0,0,0,0.9811,1.0,Complete,2025-09-20,77506400
PRJ3-01166,0.1389,36,1,1,1,0.878,0.9736,Complete,2025-05-08,200552000
PRJ3-01167,0.0029,-3,0,0,0,0.9971,1.0024,Complete,2023-11-30,245228100
PRJ3-01168,0.0468,58,0,1,1,0.9553,0.9416,Complete,2023-05-22,108423600
PRJ3-01169,0.127,-19,1,0,1,0.8873,1.0173,Complete,2021-07-04,221102300
PRJ3-01170,0.1062,7,1,0,1,0.904,0.9917,Complete,2023-01-11,209398100
PRJ3-01171,0.0994,7,0,0,0,0.9096,0.9905,Complete,2025-01-31,80418200
PRJ3-01172,0.1448,2,1,0,1,0.8735,0.9965,Complete,2024-11-23,147288000
PRJ3-01173,0.1275,14,1,0,1,0.8869,0.9853,Complete,2025-05-18,131404300
PRJ3-01174,0.1326,44,1,1,1,0.8829,0.9467,Complete,2021-12-24,217782700
PRJ3-01175,0.0271,21,0,0,0,0.9736,0.9678,Complete,2021-02-25,55930000
PRJ3-01176,0.0347,-25,0,0,0,0.9665,1.0281,Complete,2021-07-23,464260400
PRJ3-01177,0.1239,-25,1,0,1,0.8898,1.0269,Complete,2021-05-06,108850900
PRJ3-01178,0.073,-25,0,0,0,0.932,1.0195,Complete,2027-08-23,137853400
PRJ3-01179,0.0618,-1,0,0,0,0.9418,1.0011,Complete,2021-05-13,524116300
PRJ3-01181,0.0258,24,0,0,0,0.9748,0.9719,Complete,2027-06-24,452135200
PRJ3-01182,0.0981,52,0,1,1,0.9107,0.9484,Complete,2025-10-09,294320600
PRJ3-01183,-0.0322,5,0,0,0,1.0332,0.9941,Complete,2024-04-04,70104300
PRJ3-01184,0.0291,31,0,1,1,0.9718,0.9546,Complete,2022-09-23,112877400
PRJ3-01185,0.118,37,1,1,1,0.8945,0.9495,Complete,2020-07-11,80308200
PRJ3-01186,0.0304,20,0,0,0,0.9705,0.9714,Complete,2023-01-02,34677900
PRJ3-01187,0.0439,-5,0,0,0,0.9579,1.0097,Complete,2026-05-04,103343400
PRJ3-01188,-0.0486,4,0,0,0,1.0511,0.9959,Complete,2023-12-06,58804500
PRJ3-01189,0.0265,6,0,0,0,0.9742,0.9954,Complete,2025-01-03,152626100
PRJ3-01190,0.0492,22,0,0,0,0.9532,0.98,Complete,2024-06-20,95333800
