Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot,Final_Cost_Overrun_Pct,Final_Schedule_Delay_Days,Cost_Overrun_Flag,Schedule_Delay_Flag,Combined_Overrun_Flag,Final_CPI,Final_SPI,Final_Status,Actual_End_Date,Final_EAC,Data_Split
PRJ3-01771,Northstar Bridge Program 1771,Heavy Civil,West,WA,Public,Cost Plus,IPD,Moderate,Moderate,Standard,2021-01-14,2022-05-18,2022,129121600,866,0.565,0.5811,1.0027,1.0004,0.0073,-14,0.9477,1,9,0.38,0.9576,53,4.105,8.001,0.3568,0.2833,0.0654,0.1102,0.0379,0.0421,0.0344,0.03,27.325,0.2648,2.867,0.1948,0.2074,0.1582,3,0.1044,-2,1,0,1,0.9054,1.0023,Complete,2023-05-28,142607100,Train
PRJ3-01772,Horizon Retail Center 1772,Commercial,Mountain,WY,Private,Cost Plus,Design-Build,Low,Moderate,Fast,2021-08-03,2022-03-12,2022,66213000,476,0.466,0.4876,0.9846,1.0489,-0.007,-10,1.0615,6,6,0.493,0.9917,21,3.172,8.716,0.3939,0.3169,0.0546,0.0279,0.0084,0.0695,0,0.0171,13.868,0.1777,0,0.2554,0.1113,0.289,2,-0.0129,-24,0,0,0,1.0131,1.0531,Complete,2022-10-29,65356100,Train
PRJ3-01773,Gateway Water Program 1773,Heavy Civil,West,NV,Private,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Slow,2018-06-22,2020-02-17,2020,286788200,1099,0.551,0.5432,0.9687,0.9176,0.0136,9,1.0415,9,0,0.711,0.9682,147,5.126,10.273,0.1305,0.333,0.0837,0,0.0091,0.2099,0.0436,0.0203,17.753,0.2977,4.261,0.2619,0.185,0.4392,3,0.096,10,0,0,0,0.9124,0.991,Complete,2021-07-05,314324100,Train
PRJ3-01774,Gateway Civic Complex 1774,Institutional,West,OR,Public,Unit Price,Design-Build,Moderate,Moderate,Slow,2020-05-03,2021-03-05,2021,129065800,783,0.391,0.3664,0.9939,0.9928,-0.0095,19,0.9719,1,7,0.325,0.9646,73,5.656,11.856,0.0878,0.3865,0.121,0.068,0.0002,0.2196,0.0022,0.0142,15.756,0.3468,5.967,0.1945,0.117,0.4327,3,0.0115,-25,0,0,0,0.9887,1.033,Complete,2022-05-31,130544800,Train
PRJ3-01775,Copper Office Campus 1775,Commercial,West,CA,Private,Unit Price,CMAR,High,High,Slow,2023-11-19,2025-02-13,2025,30311800,790,0.573,0.5318,0.9823,0.9479,0.027,33,0.9853,15,0,0.816,0.9572,17,5.608,8.461,0.1202,0.3474,0.0804,0.1316,0.0495,0.1803,0.002,0.0485,32.892,0.392,1.876,0.3143,0.3083,0.3995,5,0.0102,5,0,0,0,0.9899,0.9937,Complete,2026-01-22,30622500,Test
PRJ3-01776,Gateway Town Center 1776,Mixed-Use,Midwest,MI,Private,Lump Sum,CMAR,High,Low,Standard,2021-11-07,2023-03-18,2023,128221200,1089,0.456,0.4663,0.9537,0.9388,0.0109,-11,0.9066,12,17,0.441,0.9699,76,5.927,11.227,0.1094,0.5311,0.127,0.1619,0.0547,0.3024,0.0214,0.0395,25.074,0.4457,6.288,0.2773,0.2775,0.2121,5,0.1105,43,1,1,1,0.9005,0.962,Complete,2024-12-13,142387300,Train
PRJ3-01777,Crescent Manufacturing Facility 1777,Industrial,Southeast,FL,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,High,Standard,2018-08-18,2020-01-28,2020,371193700,1098,0.481,0.4941,0.9318,0.9695,0.0472,-14,0.9109,8,22,1.25,0.9676,215,5.792,8.682,0.3283,0.2341,0.0829,0.1073,0.0436,0.18,0.0246,0.0475,28.723,0.3692,5.893,0.2314,0.2499,0.3128,4,0.046,51,0,1,1,0.956,0.9556,Complete,2021-10-10,388258500,Train
PRJ3-01778,Evergreen Urban Village 1778,Mixed-Use,Mountain,WY,Public,Unit Price,CMAR,High,Low,Standard,2020-05-17,2021-07-02,2021,167282100,851,0.484,0.4404,0.937,0.9203,0.0223,37,0.8764,5,4,1.193,0.9368,102,6.097,8.771,0.2013,0.3647,0.0993,0.2451,0.1019,0.2516,0.0526,0.0216,24.755,0.2306,3.979,0.3306,0.3108,0.4145,3,0.0017,19,0,0,0,0.9983,0.9782,Complete,2022-10-04,167569500,Train
PRJ3-01779,Mesa Corporate Center 1779,Commercial,Mountain,WY,Public-Private Partnership,Lump Sum,Design-Build,Moderate,High,Fast,2024-04-11,2025-05-11,2025,30803300,685,0.578,0.619,0.9926,1.0613,-0.0014,-28,1.0387,23,25,0.558,0.9852,11,3.571,5.284,0.3403,0.2077,0.0399,0.1461,0.0427,0.1677,0.0302,0.0168,13.565,0.1391,4.768,0.1896,0.2821,0.3296,2,0.0248,-25,0,0,0,0.9758,1.0379,Complete,2026-01-31,31568400,Test
PRJ3-01780,Canyon Manufacturing Facility 1780,Industrial,Mountain,ID,Private,Cost Plus,Design-Build,High,Low,Standard,2020-02-23,2021-06-21,2021,185478900,1147,0.422,0.4736,0.9035,1.0838,0.0508,-59,0.9809,33,8,0.775,0.9467,116,6.254,10.407,0.2038,0.3487,0.0904,0.1641,0.0383,0.1904,0.0649,0.0236,16.724,0.1764,2.172,0.3195,0.2378,0.2974,3,0.1152,19,1,0,1,0.8967,0.9837,Complete,2023-05-04,206851600,Train
PRJ3-01781,Redwood Research Facility 1781,Institutional,Southeast,VA,Public,Cost Plus,Design-Bid-Build,Moderate,Moderate,Fast,2018-09-10,2019-10-26,2019,106488900,832,0.495,0.5172,1.0754,1.0033,-0.0613,-18,0.9404,2,26,0.311,0.9668,46,4.32,11.497,0.1468,0.3773,0.0735,0.1076,0,0.1327,0.022,0.0099,23.566,0.1999,2.374,0.1514,0.204,0.4463,3,0.0516,-25,0,0,0,0.9509,1.031,Complete,2020-11-25,111987000,Train
PRJ3-01782,Liberty Earthworks Package 1782,Heavy Civil,Midwest,MN,Private,Cost Plus,Design-Bid-Build,Moderate,Low,Fast,2019-09-03,2021-05-05,2021,257638300,1076,0.567,0.5653,0.9456,0.9882,0.0101,2,0.8532,13,18,0.449,0.949,134,5.201,9.637,0.1536,0.3116,0.0637,0.2445,0.057,0.0621,0.0283,0.0217,15.216,0.2838,3.615,0.2599,0.2807,0.2969,3,0.1208,9,1,0,1,0.8922,0.9917,Complete,2022-08-23,288771500,Train
PRJ3-01783,Horizon Town Center 1783,Mixed-Use,West,OR,Private,Lump Sum,Design-Bid-Build,Moderate,Low,Standard,2020-03-15,2021-07-02,2021,60195900,880,0.539,0.5346,0.9643,0.9382,0.0113,4,0.8495,26,0,0.496,0.9641,39,6.479,7.25,0.3944,0.2676,0.0755,0.0729,0.0125,0.1107,0.0371,0.0406,18.348,0.3487,0,0.1984,0.203,0.1876,3,0.1059,-3,1,0,1,0.9042,1.0034,Complete,2022-08-09,66571300,Train
PRJ3-01784,Mesa Housing 1784,Residential,Mountain,WY,Public,Guaranteed Maximum Price,Design-Build,Low,Moderate,Standard,2019-05-14,2020-02-04,2020,22849600,487,0.547,0.5375,1.0134,0.9861,0.0134,5,1.1016,0,12,0.672,0.9779,9,3.939,4.813,0.487,0.1575,0.0423,0.0295,0.0389,0.02,0.004,0.0134,11.568,0.1445,4.824,0.2396,0.0721,0.3117,2,0.05,13,0,0,0,0.9524,0.974,Complete,2020-09-25,23992800,Train
PRJ3-01785,Gateway Manufacturing Facility 1785,Industrial,Northeast,PA,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,Low,Fast,2022-02-07,2023-03-18,2023,127592600,831,0.487,0.4556,1.0005,0.8938,0.0125,26,0.9249,27,17,0.781,0.9592,93,7.289,6.181,0.3157,0.2309,0.0642,0.1493,0.0276,0.3008,0.0857,0.0305,27.087,0.2726,7.202,0.3892,0.3177,0.3505,4,0.089,32,0,1,1,0.9183,0.9629,Complete,2024-06-19,138950000,Train
PRJ3-01786,Crescent Logistics Center 1786,Industrial,Mountain,CO,Public,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Low,Standard,2022-07-02,2023-04-22,2023,267083400,762,0.386,0.3864,0.9232,0.9715,0.0346,0,0.8881,17,14,0.722,0.9457,150,5.616,6.27,0.4762,0.2851,0.0489,0.2022,0.032,0.1521,0.0145,0.0315,24.082,0.3028,3.016,0.3659,0.252,0.4366,3,0.1068,-11,1,0,1,0.9035,1.0146,Complete,2024-07-22,295613700,Train
PRJ3-01787,Copper District 1787,Mixed-Use,West,NV,Public,Unit Price,Design-Bid-Build,Low,Moderate,Slow,2018-12-22,2019-11-28,2019,267294600,810,0.421,0.3609,0.9711,0.9325,-0.0017,49,0.9018,17,13,0.396,0.9478,129,4.826,2.641,0.6001,0.2336,0.0617,0.0363,0.0394,0.1499,0.062,0.0175,6.963,0.0828,4.709,0.3093,0.1012,0.3327,2,-0.0267,-6,0,0,0,1.0274,1.0075,Complete,2021-03-05,260160400,Train
PRJ3-01788,Crescent Distribution Hub 1788,Industrial,Northeast,MA,Private,Unit Price,CMAR,Very High,Moderate,Slow,2023-09-21,2024-12-05,2024,139621600,766,0.576,0.4723,0.8489,0.8311,0.0889,79,0.9502,13,23,0.362,0.9535,80,5.73,5.767,0.421,0.2871,0.086,0.169,0.0928,0.2784,0.0659,0.0509,40.115,0.5156,4.502,0.42,0.3641,0.4485,5,0.184,68,1,1,1,0.8446,0.9185,Complete,2026-01-02,165308600,Validation
PRJ3-01789,Redwood Neighborhood 1789,Residential,Midwest,MO,Private,Guaranteed Maximum Price,IPD,Low,Moderate,Slow,2023-01-10,2023-06-24,2023,39166500,426,0.389,0.3946,0.9903,1.0564,0.004,-2,0.9539,14,8,0.634,0.9732,7,1.787,11.633,0.08,0.4236,0.0977,0,0,0.02,0,0.0191,22.296,0.3042,4.027,0.1617,0.1447,0.3265,4,0.0176,-25,0,0,0,0.9827,1.0623,Complete,2024-02-15,39856300,Train
PRJ3-01790,Liberty Civic Complex 1790,Institutional,Southeast,NC,Private,Unit Price,Design-Build,Moderate,Moderate,Standard,2023-06-05,2024-04-14,2024,51123200,634,0.496,0.4665,0.9521,0.9403,0.0127,19,1.0273,10,15,0.31,1.0,25,4.89,9.943,0.2445,0.3587,0.0922,0.0945,0.0537,0.1254,0.0368,0.0222,28.253,0.3809,7.698,0.1764,0.3012,0.2427,4,0.0521,-6,0,0,0,0.9505,1.0096,Complete,2025-02-22,53788100,Validation
PRJ3-01791,Gateway Corporate Center 1791,Commercial,West,WA,Public,Unit Price,Design-Build,Low,Low,Slow,2023-05-01,2023-12-12,2023,35816400,610,0.37,0.3782,1.0196,1.062,0.0067,-5,1.0093,27,0,0.566,0.9498,4,1.117,9.611,0.3471,0.3281,0.0726,0.1245,0.0257,0.0822,0.0168,0.0286,18.674,0.317,8.033,0.1895,0.2238,0.4591,4,-0.0388,18,0,0,0,1.0404,0.9713,Complete,2025-01-18,34426700,Train
PRJ3-01792,Redwood Civic Complex 1792,Institutional,West,WA,Private,Cost Plus,CMAR,High,High,Fast,2021-09-12,2022-09-12,2022,217197600,1040,0.351,0.3767,0.9921,1.0102,0.0372,-27,1.0449,0,3,0.581,0.9507,105,4.834,7.292,0.25,0.275,0.0461,0.0644,0.0309,0.1966,0.0491,0.02,11.411,0.1524,5.758,0.2864,0.109,0.3889,2,-0.0081,-23,0,0,0,1.0082,1.0226,Complete,2024-06-25,215428900,Train
PRJ3-01793,Granite Civic Complex 1793,Institutional,West,WA,Private,Unit Price,Design-Build,Low,Low,Standard,2021-06-24,2022-08-12,2022,53143400,771,0.537,0.5446,0.9401,0.9876,0.0141,-6,0.9687,0,0,0.321,0.9666,20,3.763,11.229,0.2095,0.399,0.0794,0.1158,0.0255,0.1304,0.037,0.019,17.726,0.1341,0,0.2623,0.1294,0.3378,3,0.0069,-25,0,0,0,0.9932,1.0335,Complete,2023-07-10,53509600,Train
PRJ3-01794,Crescent Apartments 1794,Residential,Southwest,NM,Private,Guaranteed Maximum Price,CMAR,Moderate,High,Fast,2024-10-18,2025-06-23,2025,55781700,514,0.484,0.4502,1.097,0.9441,-0.0334,17,1.0269,27,15,0.411,0.9726,32,5.737,4.151,0.474,0.2885,0.0509,0.1184,0,0.1432,0.0017,0.007,36.134,0.3245,0,0.1984,0.2612,0.2731,3,0.052,-4,0,0,0,0.9506,1.0078,Complete,2026-03-12,58679600,Test
PRJ3-01795,Granite Airport Improvements 1795,Infrastructure,West,NV,Public,Lump Sum,IPD,Moderate,Moderate,Slow,2021-11-17,2023-05-25,2023,292224300,1042,0.532,0.5252,0.9405,1.0148,0.0419,7,0.9721,9,0,0.791,0.9464,145,4.962,14.619,0.0931,0.4684,0.1075,0.0205,0.0081,0.1813,0.0532,0.0366,23.787,0.2484,9.218,0.2048,0.2477,0.4169,6,0.0635,-10,0,0,0,0.9403,1.0097,Complete,2024-09-14,310786600,Train
PRJ3-01796,Summit Urban Village 1796,Mixed-Use,West,WA,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Fast,2023-07-23,2025-02-15,2025,270908700,1007,0.57,0.5453,0.9772,0.9296,0.0222,25,0.9933,19,3,0.851,0.9717,136,5.02,9.929,0.2756,0.2694,0.0253,0.1687,0.0344,0.156,0.0318,0.0128,15.351,0.2001,3.025,0.3078,0.2446,0.3866,2,0.0592,-1,0,0,0,0.9441,1.001,Complete,2026-04-24,286947700,Test
PRJ3-01797,Copper Housing 1797,Residential,Southeast,TN,Public,Lump Sum,IPD,Moderate,Moderate,Fast,2020-09-12,2021-01-15,2021,54363200,299,0.421,0.4632,1.0467,1.0751,-0.0386,-13,1.0697,5,21,0.513,0.985,24,4.415,10.614,0.2006,0.3574,0.1095,0.1589,0.0638,0.1296,0.0259,0.0121,23.664,0.2208,1.527,0.2314,0.1732,0.4395,3,0.0045,-5,0,0,0,0.9956,1.017,Complete,2021-07-03,54606000,Train
PRJ3-01798,Horizon Marketplace 1798,Commercial,West,NV,Public-Private Partnership,Cost Plus,Design-Build,Moderate,Moderate,Standard,2024-12-11,2025-06-25,2025,98799000,448,0.438,0.4052,0.9411,0.9843,0.0297,15,1.0276,0,14,0.356,0.9738,44,4.453,7.563,0.367,0.3551,0.1054,0.2098,0.0609,0.0576,0.0258,0.0271,29.11,0.2403,1.142,0.169,0.2568,0.2813,3,0.1059,13,1,0,1,0.9042,0.9718,Complete,2026-03-17,109262100,Test
PRJ3-01799,Mesa Transit Program 1799,Infrastructure,Southeast,FL,Private,Unit Price,CMAR,High,High,Standard,2017-07-06,2019-01-28,2019,206594600,1179,0.485,0.48,0.9608,0.9804,0.0528,6,1.0,13,10,0.797,0.98,124,6.002,10.908,0.1826,0.3568,0.0814,0.1719,0.0748,0.1829,0.017,0.0072,9.746,0.1464,5.657,0.2694,0.1178,0.3975,3,0.0893,-25,0,0,0,0.918,1.0217,Complete,2020-09-02,225053100,Train
PRJ3-01800,Evergreen Medical Center 1800,Institutional,Southwest,NM,Public,Unit Price,Design-Build,Moderate,Moderate,Standard,2020-11-30,2022-05-08,2022,40425300,888,0.591,0.5898,1.0214,1.0028,0.0148,1,1.0288,11,12,0.432,0.9549,20,4.947,8.898,0.2509,0.2813,0.0594,0.0285,0.0226,0.2284,0.0504,0,32.048,0.4054,2.331,0.1433,0.2188,0.3155,2,0.0284,30,0,1,1,0.9724,0.9673,Complete,2023-06-06,41572700,Train
PRJ3-01801,Summit Residences 1801,Residential,Mountain,CO,Public,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Standard,2023-11-05,2025-02-02,2025,39969900,828,0.55,0.4816,1.0932,0.9007,-0.0596,57,1.0245,0,14,0.363,0.978,16,4.003,8.451,0.3152,0.2674,0.0585,0.1111,0.0203,0.1906,0.024,0.0181,20.497,0.2525,2.728,0.2894,0.1727,0.3309,2,-0.0294,-4,0,0,0,1.0303,1.0049,Complete,2026-02-06,38794500,Test
PRJ3-01802,Copper Housing 1802,Residential,West,OR,Public-Private Partnership,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2018-08-01,2019-02-28,2019,37818500,394,0.537,0.5672,0.9837,1.0009,0.005,-12,1.0581,0,1,0.635,0.9704,17,4.495,6.7,0.373,0.3021,0.0885,0.1548,0.0289,0.1941,0.0145,0.0272,26.542,0.2967,4.069,0.2098,0.2877,0.273,3,-0.0096,-1,0,0,0,1.0097,1.0025,Complete,2019-08-29,37457000,Train
PRJ3-01804,Harbor Apartments 1804,Residential,Southwest,NM,Private,Unit Price,CMAR,Moderate,Moderate,Fast,2019-04-16,2020-04-07,2020,25902600,680,0.526,0.5373,1.0288,1.0389,-0.0085,-8,0.9871,0,24,0.898,0.9738,4,1.544,7.604,0.4154,0.2115,0.0533,0.115,0.0221,0.0534,0.0347,0.0117,24.166,0.4957,5.126,0.275,0.1863,0.3855,2,0.0925,21,0,0,0,0.9153,0.97,Complete,2021-03-17,28298000,Train
PRJ3-01805,Pioneer Medical Center 1805,Institutional,West,WA,Public,Guaranteed Maximum Price,Design-Bid-Build,Low,Moderate,Standard,2018-05-08,2019-05-28,2019,231957000,677,0.57,0.5791,0.9881,0.9832,0.0164,-6,0.9222,3,1,1.206,0.9646,105,4.527,6.92,0.4136,0.3079,0.0791,0.0492,0.014,0.0851,0.0088,0.0125,18.434,0.2501,3.716,0.2149,0.223,0.2294,2,0.0049,-25,0,0,0,0.9951,1.0383,Complete,2020-02-19,233095500,Train
PRJ3-01806,Horizon Utility Corridor 1806,Infrastructure,Northeast,PA,Private,Lump Sum,CMAR,Moderate,Low,Slow,2021-01-13,2022-06-19,2022,438232800,1164,0.449,0.3947,0.9472,0.9066,0.0037,63,0.8204,2,18,0.79,0.9489,240,5.477,7.408,0.3152,0.396,0.1303,0.2143,0.0395,0.0959,0.0494,0.0303,21.287,0.3471,8.223,0.3584,0.2907,0.4883,4,0.1259,2,1,0,1,0.8882,0.9983,Complete,2024-03-24,493384700,Train
PRJ3-01807,Crescent Residences 1807,Residential,Southeast,GA,Private,Lump Sum,Design-Bid-Build,Moderate,Low,Standard,2023-11-26,2024-06-22,2024,17949000,440,0.475,0.4398,0.9277,0.9514,0.0164,15,0.9776,31,16,0.737,0.9491,24,13.371,13.105,0.1234,0.4506,0.1047,0.0959,0.0376,0.0265,0.0386,0.0166,22.209,0.3459,7.63,0.3359,0.1981,0.211,4,0.0849,11,0,0,0,0.9217,0.9756,Complete,2025-02-19,19472900,Validation
PRJ3-01808,Lakeview Logistics Center 1808,Industrial,Midwest,OH,Private,Unit Price,IPD,Very High,Moderate,Standard,2023-08-16,2024-09-02,2024,193945600,927,0.414,0.3863,0.8777,0.9929,0.0464,26,1.0367,16,21,0.831,0.9609,118,6.084,11.592,0.2087,0.4134,0.1005,0.1385,0.0446,0.3025,0.0745,0.0344,18.462,0.1098,1.216,0.4315,0.2317,0.4111,4,0.246,29,1,0,1,0.8026,0.9697,Complete,2026-03-29,241657900,Validation
PRJ3-01809,Horizon Marketplace 1809,Commercial,Southeast,FL,Public-Private Partnership,Unit Price,Design-Bid-Build,Moderate,Moderate,Fast,2025-02-14,2025-12-17,2025,29412300,513,0.597,0.5693,1.0644,1.0044,-0.0239,14,1.1041,1,20,0.191,0.9598,16,5.44,9.533,0.1305,0.2707,0.075,0.0856,0.0336,0.1451,0.0242,0.0139,8.357,0.2551,0.993,0.2254,0.1236,0.2669,2,0.0892,19,0,0,0,0.9181,0.9643,Complete,2026-07-31,32035100,Test
PRJ3-01810,Harbor Medical Center 1810,Institutional,Midwest,IL,Public,Guaranteed Maximum Price,Design-Build,Very High,Low,Fast,2020-08-13,2021-10-03,2021,48064300,783,0.532,0.5195,0.8974,0.9528,0.0489,10,0.8897,34,13,0.98,0.9704,18,3.745,5.743,0.3132,0.2401,0.1071,0.2596,0.0637,0.2681,0.0389,0.0235,13.567,0.1021,4.172,0.3369,0.2417,0.4237,3,0.068,17,0,0,0,0.9363,0.9788,Complete,2022-10-22,51331600,Train
PRJ3-01811,Northstar Research Facility 1811,Institutional,Southwest,NM,Private,Cost Plus,Design-Bid-Build,High,Moderate,Standard,2020-12-16,2021-10-23,2021,78078100,868,0.359,0.3506,0.991,0.9917,-0.0062,7,0.8945,8,18,0.952,0.9601,38,4.867,5.467,0.4597,0.2502,0.0481,0.1838,0.0123,0.1981,0.046,0.0272,37.856,0.4538,4.331,0.3573,0.3642,0.4368,4,0.0188,1,0,0,0,0.9815,0.9988,Complete,2023-05-04,79547300,Train
PRJ3-01813,Aspen Process Plant 1813,Industrial,West,CA,Public-Private Partnership,Guaranteed Maximum Price,Design-Build,Very High,High,Standard,2019-04-07,2020-03-27,2020,248947200,940,0.378,0.3641,1.0233,0.9878,-0.008,13,1.0195,25,19,0.648,0.9546,129,5.182,8.191,0.2912,0.2741,0.0799,0.1266,0.0646,0.1986,0.0178,0.0138,26.864,0.3411,2.276,0.2962,0.2834,0.4349,3,0.0514,7,0,0,0,0.9511,0.9926,Complete,2021-11-09,261739300,Train
PRJ3-01814,Canyon Water Program 1814,Heavy Civil,Midwest,MO,Private,Cost Plus,CMAR,High,Moderate,Fast,2019-02-12,2021-03-16,2021,227782400,1354,0.564,0.5194,0.8974,0.9487,0.0623,60,0.9564,23,17,0.628,0.9684,131,5.751,8.197,0.2889,0.3139,0.0884,0.0806,0.0296,0.0934,0.0276,0.0066,12.435,0.2531,0,0.4147,0.1643,0.2542,1,0.0359,-3,0,0,0,0.9653,1.0022,Complete,2022-10-25,235961400,Train
PRJ3-01815,Liberty District 1815,Mixed-Use,Southwest,NM,Public,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2022-12-09,2023-12-09,2023,136128900,884,0.414,0.4343,0.9772,1.0443,0.0025,-18,0.9592,0,4,0.655,0.9713,70,5.142,2.956,0.6245,0.1452,0.0599,0.1178,0.0043,0.1657,0.0268,0,16.108,0.3131,7.323,0.1069,0.1944,0.393,2,0.0435,-20,0,0,0,0.9583,1.0231,Complete,2025-04-21,142055400,Train
PRJ3-01816,Northstar Earthworks Package 1816,Heavy Civil,West,OR,Private,Lump Sum,Design-Build,Very High,Moderate,Slow,2021-08-20,2023-01-24,2023,258178600,1346,0.388,0.3301,0.8747,0.8996,0.0536,78,0.9593,31,8,1.293,0.9578,182,7.049,14.349,0.08,0.6394,0.1622,0.1864,0.0391,0.258,0.058,0.0338,21.517,0.2336,5.178,0.4553,0.3141,0.4845,6,0.1496,12,1,0,1,0.8699,0.9912,Complete,2025-05-09,296798300,Train
PRJ3-01817,Cedar Transit-Oriented Development 1817,Mixed-Use,Northeast,MA,Private,Unit Price,Design-Build,High,Low,Standard,2023-01-20,2024-05-10,2024,310936900,1049,0.454,0.5002,0.8968,1.0905,0.0649,-48,0.893,20,20,0.534,0.9712,192,6.175,5.656,0.4225,0.2848,0.097,0.1342,0.051,0.2575,0.0483,0.037,5,0.1111,5.34,0.4156,0.1377,0.5687,3,0.1109,-15,1,0,1,0.9002,1.0145,Complete,2025-11-19,345424800,Validation
PRJ3-01818,Northstar Medical Center 1818,Institutional,West,OR,Public-Private Partnership,Unit Price,IPD,Moderate,Moderate,Standard,2020-12-04,2021-08-16,2021,99166900,703,0.364,0.363,0.9395,1.0371,-0.0052,1,0.9787,0,5,0.56,0.9883,49,4.941,5.832,0.547,0.2176,0.0788,0.1425,0.0479,0.141,0,0,25.219,0.3438,2.179,0.2516,0.3154,0.3025,2,-0.042,9,0,0,0,1.0439,0.9874,Complete,2022-11-16,94997600,Train
PRJ3-01819,Horizon Process Plant 1819,Industrial,Mountain,MT,Private,Lump Sum,Design-Bid-Build,Moderate,Low,Fast,2023-03-19,2024-05-17,2024,99238500,715,0.595,0.5982,0.9542,0.9611,0.0195,-2,0.8783,1,13,0.498,0.9644,43,4.333,8.75,0.3524,0.2777,0.0523,0.1431,0.0379,0.1381,0.0396,0.0117,5.346,0.0713,5.89,0.3432,0.1941,0.306,2,0.0936,-21,0,0,0,0.9144,1.0303,Complete,2025-02-10,108523300,Validation
PRJ3-01820,Redwood Marketplace 1820,Commercial,Northeast,MA,Private,Cost Plus,Design-Bid-Build,High,Moderate,Standard,2020-09-20,2022-02-26,2022,47757200,948,0.553,0.4938,0.9107,0.9175,0.0625,56,0.9262,22,17,0.512,0.9659,32,6.701,4.704,0.5591,0.1653,0.0412,0.158,0.0437,0.2123,0.0502,0.0128,14.8,0.1304,6.224,0.3512,0.1743,0.25,2,0.0772,13,0,0,0,0.9284,0.9865,Complete,2023-05-09,51441700,Train
PRJ3-01821,Canyon Logistics Center 1821,Industrial,West,NV,Public,Cost Plus,Design-Bid-Build,High,High,Fast,2021-07-16,2022-07-02,2022,104626000,755,0.466,0.4262,0.9283,0.9435,0.0405,30,1.0034,0,9,0.445,0.9661,55,5.257,6.194,0.3788,0.1778,0.0942,0.0732,0.0107,0.1539,0.0191,0.0344,12.786,0.1658,4.516,0.3254,0.0901,0.3053,3,0.1442,-25,1,0,1,0.874,1.0342,Complete,2023-07-16,119712500,Train
PRJ3-01822,Copper Earthworks Package 1822,Heavy Civil,Southwest,NM,Public,Guaranteed Maximum Price,IPD,Very High,Moderate,Slow,2021-02-09,2023-02-14,2023,477295600,1255,0.586,0.4935,0.9563,0.8167,0.0187,116,0.8785,17,7,0.575,0.9472,240,5.028,9.319,0.2397,0.4531,0.1166,0.1333,0.0368,0.2498,0.0703,0.0591,14.971,0.2065,8.905,0.4174,0.1419,0.4278,5,0.0828,50,0,1,1,0.9235,0.9617,Complete,2024-09-06,516835900,Train
PRJ3-01823,Gateway Research Facility 1823,Institutional,Midwest,MI,Private,Lump Sum,IPD,Moderate,Moderate,Standard,2022-07-11,2023-08-23,2023,84549600,809,0.505,0.4812,1.0333,0.9513,-0.0134,19,0.9767,6,17,0.537,0.9574,34,4.021,13.584,0.08,0.4286,0.1025,0.0922,0.04,0.1839,0.0263,0.0205,23.908,0.2394,0,0.3586,0.1676,0.3247,4,0.0712,40,0,1,1,0.9336,0.9529,Complete,2024-11-06,90566900,Train
PRJ3-01824,Redwood Process Plant 1824,Industrial,Midwest,OH,Private,Guaranteed Maximum Price,Design-Build,Moderate,High,Fast,2020-03-19,2021-02-05,2021,145654800,818,0.396,0.3943,1.0313,0.9529,-0.0043,1,0.9962,0,28,0.738,0.9881,63,4.325,6.966,0.3746,0.2072,0.0438,0.0809,0.0459,0.1415,0.0178,0.0039,11.028,0.1444,2.178,0.2014,0.122,0.2618,1,0.0773,-18,0,0,0,0.9282,1.0225,Complete,2022-05-28,156917800,Train
